Year,Active,Client ID,First Name,Last Name,Gender,Date of Birth,City,Indigenous,PWD,Vet,Emergency Sheltered,Bus Pass,Clothing Supplement,Pet Deposit,PSSG,Status,Deceased
2007,Y,11307258,Asher,Dube,Male,15-Mar-50,Castlegar,Y,N,N,Y,N,N,Y,N,,
2007,Y,19959143,James,Forland,Male,06-Jan-01,Vernon,Y,N,N,N,N,N,N,N,,
2004,Y,86283141,Audrey,Morgan,Female,20-Sep-88,Abbotsford,N,N,Y,Y,N,N,Y,N,,
2010,Y,78940271,Gabe,Lara,Male,25-Mar-81,Enderby,N,N,N,Y,N,N,Y,N,,
2020,Y,15528340,Charles,Ouellet,Male,05-Mar-50,Langford,Y,N,N,N,N,N,N,N,,
2022,Y,60711768,Rebecca,Garcia,Female,12-Apr-50,Chilliwack,Y,N,N,N,N,N,N,N,,
2020,Y,50692762,Isabell,Pardalis,Female,14-Apr-57,Delta,Y,N,N,Y,N,N,Y,N,,
2003,Y,84079603,Theo,Herron,Male,28-Nov-05,Castlegar,Y,N,N,Y,N,N,N,N,,
2016,Y,11960469,Scarlett,Martin,Female,06-Jun-02,Salmon Arm,N,N,N,Y,N,N,Y,N,,
2006,Y,70475504,Grace,Bush,Female,23-Nov-97,West Kelowna,N,N,N,Y,N,N,Y,N,,
2022,Y,54535899,Sam,Young,Male,27-Jul-71,Grand Forks,N,N,N,N,N,N,N,N,,
2016,Y,58337554,Sam,Lara,Male,21-Dec-63,Port Coquitlam,N,N,N,N,N,N,N,N,,
2014,Y,52998797,Autumn,Armstrong,Female,24-May-68,Port Moody,N,N,Y,N,N,N,N,N,,
2008,Y,14397206,Joe,Cloutier,Male,03-Jan-87,Castlegar,N,N,N,Y,N,N,N,N,,
2019,Y,96610705,Tom,Anderson,Male,20-Aug-58,Parksville,Y,N,N,N,N,N,N,N,,
2008,Y,60528443,Aubrey,Chechock,Female,13-Jan-79,Williams Lake,Y,N,N,N,N,N,N,N,,
2001,Y,11480164,Allison,Jones,Female,17-Feb-55,Port Coquitlam,N,N,N,N,Y,N,N,N,,
2009,Y,87493899,Olivia,Hernandez,Female,17-Oct-54,Chilliwack,Y,N,N,N,N,N,N,N,,
2020,Y,45204762,Sarah,Ramirez,Female,22-Dec-54,Prince George,Y,N,N,Y,N,N,Y,N,,
2006,Y,77078204,Ben,Johnson,Male,14-Aug-78,Parksville,N,N,N,N,N,N,N,N,,
2012,Y,65871182,Aaron,Price,Male,07-Mar-83,Greenwood,Y,N,N,Y,N,N,N,N,,
2015,Y,60774394,Joe,Thompson,Male,06-Jan-59,Abbotsford,Y,N,N,Y,N,N,Y,N,,
2022,Y,85591541,Kaitlyn,Flanders,Female,13-Oct-92,Vernon,Y,N,N,Y,N,N,Y,N,,
2021,Y,19682604,Ryan,Alexander,Male,06-Aug-87,Coquitlam,Y,N,N,Y,N,N,N,N,,
2015,Y,57768417,Hudson,Sukkel,Male,05-Jul-88,Mission,Y,N,N,Y,N,N,Y,N,,
2018,Y,87334663,Savannah,Lentz,Female,07-May-78,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2018,N,75008524,Aaron,Lefebvre,Male,02-Feb-02,Maple Ridge,N,N,N,N,N,N,N,Y,,
2005,Y,58681651,Victoria,Morin,Female,05-Sep-05,Fernie,Y,N,N,Y,N,N,Y,N,,
2011,Y,82221515,Julian,Brasseur,Male,24-Jun-63,Williams Lake,Y,N,N,Y,N,N,N,N,,
2020,Y,47582998,Lincoln,Wiman,Male,13-Jul-59,Prince Rupert,N,N,N,Y,N,N,N,N,,
2020,Y,27535509,Emma,Hughes,Female,09-Jun-02,Powell River,N,N,N,N,N,N,N,N,,
2003,Y,21772480,Ian,Dulam,Male,31-Dec-86,Langford,N,N,N,Y,N,N,Y,N,,
2012,Y,83788214,Gabe,Morin,Male,28-Jun-01,Vancouver,N,N,N,Y,N,N,N,N,,
2010,Y,90589799,Hailey,Edwards,Female,28-Nov-49,Burnaby,N,N,N,Y,Y,N,Y,N,,
2001,Y,31063659,Raelynn,Williams,Female,11-Jun-75,Armstrong,N,N,N,N,N,N,N,N,,
2017,Y,87370419,Jade,Nguyen,Female,18-Nov-65,Fernie,N,N,N,N,N,N,N,N,,
2007,N,37546568,Paisley,Brown,Female,27-Jan-57,Port Moody,Y,N,N,N,N,N,N,N,,
2006,Y,44803232,Rebecca,Hunter,Female,01-Mar-69,Kamloops,N,N,N,N,N,N,N,N,,
2007,Y,72251376,Naomi,Ward,Female,29-Apr-84,Greenwood,N,N,N,N,N,N,N,N,,
2006,Y,70104424,Madison,Bellerose,Female,06-Mar-53,Salmon Arm,N,N,Y,Y,N,N,Y,N,,
2010,Y,71213637,Aiden,Roberts,Male,15-Dec-95,Pitt Meadows,N,N,N,Y,N,N,Y,N,,
2003,Y,63811924,Audrey,Dulam,Female,10-Nov-02,Armstrong,Y,N,N,N,N,N,N,N,,
2020,Y,23977868,Victoria,Gonzales,Female,27-Feb-62,Mission,N,N,N,N,Y,N,N,N,,
2008,Y,81539887,Nora,Thompson,Female,07-Oct-51,Port Alberni,Y,N,N,N,N,N,N,N,,
2009,Y,61340244,Logan,Butler,Male,19-Dec-63,Kamloops,Y,N,N,Y,N,N,Y,N,,
2011,Y,67885209,Rebecca,Powell,Female,29-Jun-62,Port Moody,N,N,Y,N,Y,N,N,N,,
2002,Y,94413609,Avery,Dulam,Female,19-Jan-81,Fort St. John,N,N,N,N,N,N,N,N,,
2014,Y,95952906,Chloe,Peterson,Female,21-Jun-81,Vernon,Y,N,N,N,N,N,N,N,,
2014,Y,17262639,Evelyn,Morrison,Female,21-Feb-96,Victoria,N,N,N,Y,N,N,Y,N,,
2016,Y,49665387,Hazel,Mutadi,Female,29-Sep-05,Maple Ridge,Y,N,N,N,N,N,N,N,,
2017,Y,49774766,Abigail,Chan,Female,09-Jun-96,Chilliwack,N,N,N,N,N,N,N,N,,
2003,Y,75926795,Victoria,Ward,Female,16-Mar-52,Abbotsford,Y,N,N,Y,Y,N,Y,N,,
2017,Y,33856561,Matt,Halll,Male,02-Mar-71,Maple Ridge,Y,N,N,N,N,N,N,N,,
2022,Y,57687738,Joe,Bellerose,Male,12-Sep-03,Enderby,N,Y,Y,Y,N,N,Y,N,,
2016,Y,18261458,Allison,Nadeau,Female,25-Jun-99,Williams Lake,N,N,N,Y,N,N,Y,N,,
2021,Y,55387392,Abigail,Eaton,Female,21-Sep-55,Chilliwack,Y,N,N,N,N,N,N,N,,
2009,Y,51409828,Lillian,Hernandez,Female,15-Apr-82,Armstrong,Y,N,N,N,N,N,N,N,,
2020,Y,41986485,Logan,Lemelin,Male,15-Oct-57,Rossland,N,N,N,Y,Y,N,N,N,,
2015,Y,92449181,Riley,Wen,Female,03-Apr-50,Kelowna,Y,N,N,Y,N,N,N,N,,
2014,Y,85240336,Ethan,Claus,Male,17-Jun-52,Mission,N,N,N,Y,N,N,Y,N,,
2000,Y,68369059,Hudson,Amyot,Male,03-Jun-98,Vernon,N,N,N,N,N,N,N,N,,
2019,Y,62533012,Mason,Lavoie,Male,26-May-77,Kamloops,N,N,N,N,N,N,N,N,,
2019,Y,56415176,Kaitlyn,Cloutier,Female,24-Sep-89,Maple Ridge,Y,N,N,Y,N,N,N,N,,
2010,Y,44360707,Dylan,Fournier,Male,12-Mar-51,Duncan,Y,N,N,N,N,N,N,N,,
2006,Y,76907294,Aubrey,Primeau,Female,11-Oct-70,Prince George,N,N,N,Y,N,N,N,N,,
2008,Y,71026030,Emma,Gilbert,Female,19-Jan-75,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2018,Y,59356083,Adrian,Richardson,Male,24-Jan-95,Prince George,Y,N,N,Y,N,N,Y,N,,
2000,Y,22446967,Clara,Martin,Female,09-Feb-88,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2012,Y,30934595,Chris,Meadows,Male,25-May-03,Kelowna,N,N,N,N,N,N,N,N,,
2021,Y,12575408,Savannah,Lavoie,Female,10-Sep-90,Kamloops,N,N,N,Y,N,N,Y,N,,
2001,Y,15751171,Matt,Wilkinson,Male,06-Oct-93,Grand Forks,N,N,N,Y,N,N,N,N,,
2012,Y,54759129,Liam,Fathi,Male,23-Sep-80,Merritt,N,N,N,N,N,N,N,N,,
2020,N,27314656,Judy,Perry,Female,18-Jan-04,North Vancouver,N,N,N,N,N,N,N,Y,,
2007,Y,31466598,Riley,Nastic,Female,27-Nov-95,Chilliwack,Y,N,N,N,N,N,N,N,,
2018,Y,95428149,Julian,Bryant,Male,14-Mar-67,Nelson,Y,N,N,Y,N,N,Y,N,,
2011,Y,70745909,Cam,Bonnevill,Male,02-Nov-73,Nanaimo,Y,N,N,N,N,N,N,N,,
2020,Y,79269824,Grace,Jenkins,Female,26-Nov-69,Merritt,N,N,N,Y,N,N,Y,N,,
2011,Y,84880403,Sophie,Fitzpatrick,Female,03-Apr-01,Richmond,Y,N,N,Y,N,N,N,N,,
2021,Y,11453720,Judy,Lentz,Female,23-Jul-51,Langley,N,N,N,Y,N,N,Y,N,,
2007,Y,59399538,Zoe,Atkins,Female,05-Nov-72,Quesnel,Y,N,N,Y,N,N,N,N,,
2006,Y,96952713,Chris,Hughes,Male,02-Aug-93,Victoria,N,N,N,Y,N,N,Y,N,,
2019,Y,77130128,Riley,Griffin,Female,12-Dec-91,Fort St. John,Y,N,N,N,N,N,N,N,,
2013,Y,70890338,Cam,Jenkins,Male,03-Sep-86,Rossland,N,N,N,N,N,N,N,N,,
2012,Y,65028733,Emily,Danford,Female,10-Apr-02,Kamloops,N,N,Y,N,N,N,N,N,,
2016,Y,41745834,Lillian,Martin,Female,18-Aug-69,Trail,N,N,N,N,N,N,N,N,,
2016,Y,57590064,Chloe,Parker,Female,23-Nov-52,Nanaimo,Y,N,N,N,Y,N,N,N,,
2000,Y,98036058,Hailey,Ho,Female,12-Apr-59,Cranbrook,N,N,N,Y,Y,N,Y,N,,
2013,Y,14322375,Avery,Ho,Female,18-Aug-77,Castlegar,Y,N,N,N,N,N,N,N,,
2001,Y,59324568,Judy,Longpoint,Female,07-Feb-70,Maple Ridge,N,N,N,Y,N,N,N,N,,
2020,Y,78659119,Emilia,Yoshida,Female,14-Oct-54,Duncan,N,N,N,N,Y,N,N,N,,
2015,Y,58356479,Emilia,Connors,Female,28-Sep-79,Port Coquitlam,N,N,N,Y,N,N,Y,N,,
2009,Y,34953920,Abigail,Jacob,Female,30-Jul-83,Vancouver,N,N,N,N,N,N,N,N,,
2018,Y,77567593,Elizabeth,McDonald,Female,09-Sep-72,Penticton,N,N,N,Y,N,N,Y,N,,
2019,Y,66961049,Theo,Zacher,Male,04-Aug-72,Port Moody,N,N,N,Y,N,N,N,N,,
2001,Y,74157575,Liam,Yoshida,Male,26-Dec-61,Prince George,Y,N,N,Y,N,N,Y,N,,
2012,N,14430368,Asher,Basque,Male,02-Sep-71,Prince George,Y,N,N,N,N,N,N,Y,,
2007,Y,94624903,Emilia,Hodgins,Female,06-Feb-90,Abbotsford,N,N,N,Y,N,N,Y,N,,
2015,Y,34493568,Theo,Williams,Male,19-Jun-64,Trail,N,N,N,Y,N,N,N,N,,
2000,Y,47218406,David,Coleman,Male,02-Sep-76,Mission,Y,N,N,Y,N,N,N,N,,
2005,Y,72247878,William,Kingfisher,Male,24-Aug-57,Cranbrook,N,N,N,N,N,N,N,N,,
2003,Y,59483387,Layla,Donahoe,Female,31-Mar-54,Prince Rupert,N,N,N,N,N,N,N,N,,
2019,Y,90289157,Lincoln,Yanick,Male,24-Nov-73,Mission,Y,N,N,N,N,N,N,N,,
2014,Y,45715681,Henry,Hickins,Male,09-Dec-02,Powell River,Y,N,N,N,N,N,N,N,,
2000,Y,15039921,Emma,Patton,Female,29-Mar-98,Vancouver,Y,N,N,N,N,N,N,N,,
2008,Y,94376485,Sarah,Yanick,Female,01-Jun-98,Greenwood,N,N,N,Y,N,N,Y,N,,
2015,Y,22300841,Amelia,Powell,Female,24-Jan-97,White Rock,N,N,N,Y,N,N,N,N,,
2021,Y,12172888,Madelyn,Anglin,Female,06-Oct-63,Quesnel,N,N,N,N,N,N,N,N,,
2013,Y,31416589,Victoria,Griffin,Female,13-Jun-77,Prince George,Y,N,N,N,N,N,N,N,,
2009,Y,43987243,Maria,Smith,Female,01-Mar-79,Mission,Y,N,N,Y,N,N,Y,N,,
2008,N,88050955,Stella,Robb,Female,05-Jan-79,Richmond,Y,N,N,N,N,N,N,Y,,
2013,N,44312425,Jacob,Reed,Male,17-Nov-69,Fernie,N,N,N,N,N,N,N,Y,,
2015,Y,41643779,Michael,Lowe,Male,17-Jul-63,Dawson Creek,Y,N,N,Y,N,N,N,N,,
2020,Y,43301913,Andrew,Wilkinson,Male,21-May-73,Salmon Arm,N,N,N,N,N,N,N,N,,
2004,Y,27578098,Jack,Miller,Male,25-Dec-75,Courtenay,N,N,N,N,N,N,N,N,,
2001,Y,54739527,Claire,Collins,Female,27-Feb-58,Colwood,N,N,N,Y,N,N,Y,N,,
2000,Y,28811456,Wyatt,Mayer,Male,21-Jun-83,Langley,N,N,N,N,N,N,N,N,,
2014,Y,68151956,Hannah,Fitzpatrick,Female,18-Nov-97,Duncan,N,N,N,N,N,N,N,N,,
2018,Y,97957322,Mason,Jepp,Male,28-Mar-03,Grand Forks,N,N,N,N,N,N,N,N,,
2002,Y,92918878,Hailey,Cook,Female,01-Sep-71,Kimberley,N,N,Y,N,N,N,N,N,,
2007,Y,82626456,William,Kingfisher,Male,23-Apr-86,Revelstoke,Y,N,N,N,N,N,N,N,,
2008,Y,87886201,Oliver,Lowe,Male,15-Jan-63,Fernie,Y,N,N,Y,N,N,Y,N,,
2018,Y,54028355,Nora,Ouellet,Female,20-Jan-65,Williams Lake,Y,N,N,N,N,N,N,N,,
2019,Y,49839933,Nolan,Lee,Male,06-Jul-84,Langley,N,N,N,N,N,N,N,N,,
2010,Y,94261827,Mason,Miyazato,Male,17-Jan-81,Colwood,N,N,N,N,N,N,N,N,,
2017,Y,14188187,Nolan,Bertrand,Male,20-Feb-73,Maple Ridge,Y,N,N,Y,N,N,N,N,,
2001,Y,59457757,Luke,Atkins,Male,02-May-04,New Westminster,Y,N,N,N,N,N,N,N,,
2012,N,12493335,Liam,Berger,Male,28-Oct-58,Campbell River,N,N,N,N,N,N,N,Y,,
2000,Y,63802355,Rose,Girard,Female,15-Nov-80,Merritt,N,N,N,Y,N,N,Y,N,,
2022,Y,87868301,Oliver,Dulam,Male,01-Oct-56,Colwood,N,N,N,N,N,N,N,N,,
2013,Y,63396309,Hailey,Brrooks,Female,24-Jun-94,Terrace,N,N,N,N,N,N,N,N,,
2017,Y,44822015,Ryan,Ross,Male,06-Apr-83,North Vancouver,N,N,N,N,N,N,N,N,,
2004,Y,76304525,Cam,Bellefeuille,Male,30-May-57,Port Moody,N,N,N,N,N,N,N,N,,
2012,Y,25580775,Amelia,Ferguson,Female,26-Sep-89,Campbell River,N,N,N,N,N,N,N,N,,
2001,N,98061635,Luke,Desjardins,Male,11-Jan-86,West Kelowna,N,N,N,N,N,N,N,N,,17-Aug-20
2009,Y,77509127,Josephine,Cox,Female,25-Apr-66,Colwood,Y,N,N,Y,N,N,N,N,,
2009,Y,46009246,Emma,Martin,Female,26-Aug-50,Colwood,Y,N,N,Y,N,N,N,N,,
2012,Y,23392065,Claire,Claus,Female,18-Jul-99,Richmond,N,N,N,Y,N,N,Y,N,,
2016,N,64517979,Scarlett,Benedict,Female,02-Dec-03,Dawson Creek,N,N,N,N,N,N,N,Y,,
2017,Y,67546757,James,Baptiste,Male,28-Nov-02,Vernon,Y,N,N,Y,N,N,Y,N,,
2016,Y,62501945,Abigail,Stewart,Female,21-Nov-80,Kelowna,N,N,N,Y,N,N,Y,N,,
2021,Y,79288260,David,Tremblay,Male,09-Feb-59,White Rock,Y,N,N,Y,Y,N,Y,N,,
2002,Y,45173894,Alex,Miller,Male,16-Apr-57,Greenwood,N,N,N,N,N,N,N,N,,
2008,Y,51015215,Naomi,Brasseur,Female,05-Dec-69,Enderby,N,N,N,Y,N,N,N,N,,
2003,N,27470529,Leah,Hebert,Female,22-Sep-03,Langford,N,N,N,N,N,N,N,Y,,
2008,Y,80344299,Emilia,Jones,Female,16-Sep-64,Delta,Y,N,N,Y,N,N,N,N,,
2012,N,83891243,Tom,Davis,Male,28-Jul-02,Abbotsford,Y,N,N,N,N,N,N,N,,24-May-13
2018,Y,87021191,Ben,Benedict,Male,20-Sep-92,West Kelowna,Y,N,N,N,N,N,N,N,,
2011,Y,19806450,David,Ford,Male,15-Jun-68,Mission,N,N,N,Y,N,N,Y,N,,
2015,N,93400224,Sarah,Sukkel,Female,15-Dec-53,Castlegar,N,N,N,N,N,N,N,Y,,
2016,Y,68881384,Stella,Gonzales,Female,12-Feb-51,Victoria,Y,N,N,N,N,N,N,N,,
2019,Y,15646337,Natalie,Cox,Female,16-May-89,White Rock,N,N,N,Y,N,N,Y,N,,
2014,Y,13512743,Lucy,Eaton,Female,07-Jul-77,Armstrong,N,N,N,Y,N,N,N,N,,
2016,Y,64025035,Julian,McCloud,Male,14-Jul-52,Terrace,N,N,N,Y,N,N,Y,N,,
2015,Y,59388968,Rebecca,Lewis,Female,10-Apr-90,Vernon,N,N,N,Y,N,N,Y,N,,
2006,Y,63489475,Kaitlyn,Bellefeuille,Female,05-May-60,White Rock,Y,N,N,Y,N,N,N,N,,
2021,Y,23796415,Chloe,Amyot,Female,29-Aug-66,Revelstoke,Y,N,N,Y,N,N,N,N,,
2011,Y,90415112,Layla,Cooper,Female,09-Mar-97,Cranbrook,Y,N,N,N,N,N,N,N,,
2010,Y,66349538,James,Zhang,Male,24-Aug-92,Grand Forks,N,N,N,N,N,N,N,N,,
2002,Y,39384032,Abigail,Longpoint,Female,07-Feb-69,Nelson,N,N,N,Y,N,N,Y,N,,
2020,Y,53656337,Elijah,Anderson,Male,14-Jan-82,Parksville,Y,N,N,N,N,N,N,N,,
2020,Y,67354866,Julian,Nicholas,Male,07-Aug-60,Vernon,N,N,N,N,Y,N,N,N,,
2010,Y,25343577,Michael,Taylor,Male,29-Aug-61,Nanaimo,Y,N,N,Y,N,N,Y,N,,
2010,Y,18940550,Michael,Morin,Male,12-Mar-98,Colwood,N,N,N,Y,N,N,N,N,,
2005,Y,46557561,Abigail,Bell,Female,04-Mar-77,Vancouver,N,N,N,N,N,N,N,N,,
2021,Y,27368972,Gabe,Hickins,Male,11-Jan-83,Mission,N,N,N,Y,N,N,N,N,,
2005,Y,85223005,Sarah,Desjardins,Female,26-Mar-01,Prince George,Y,N,N,Y,N,N,N,N,,
2008,Y,18972692,Joe,Nadeau,Male,08-Jun-74,Chilliwack,Y,N,N,N,N,N,N,N,,
2011,Y,65655809,Hailey,Lapointe,Female,17-Sep-83,Vernon,N,N,N,N,N,N,N,N,,
2004,Y,39103318,Naomi,Antoine,Female,27-May-98,Duncan,N,N,N,N,N,N,N,N,,
2002,Y,55238277,Theo,Li,Male,26-Dec-78,Langford,N,N,N,N,N,N,N,N,,
2011,Y,53595493,Julian,Zacher,Male,09-Mar-52,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2016,Y,50855251,Zoe,Hill,Female,03-Apr-86,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2004,Y,52768090,Stella,Jepp,Female,22-Jul-66,Chilliwack,Y,N,N,N,N,N,N,N,,
2006,Y,69175732,Evelyn,Mitchell,Female,24-Dec-88,Salmon Arm,N,N,N,N,N,N,N,N,,
2011,Y,72868036,Maria,Nastic,Female,19-Nov-87,Williams Lake,N,N,Y,N,N,N,N,N,,
2013,Y,62758242,Victoria,Garcia,Female,24-Nov-64,Abbotsford,N,N,Y,Y,N,N,N,N,,
2009,Y,16565870,Luke,Mutadi,Male,27-Feb-84,Nelson,N,N,N,Y,N,N,Y,N,,
2020,Y,78748264,Samantha,Lewis,Female,20-Jun-51,Rossland,Y,N,N,Y,N,N,N,N,,
2009,Y,63866020,Abigail,Evans,Female,08-Apr-90,North Vancouver,N,N,N,N,N,N,N,N,,
2022,Y,23736041,Logan,Armstrong,Male,30-Oct-98,Williams Lake,N,N,N,Y,N,N,Y,N,,
2014,Y,42323393,Aiden,Martin,Male,05-Dec-55,Vancouver,N,N,N,N,N,N,N,N,,
2016,N,19694897,Hudson,Basque,Male,26-Mar-87,Enderby,N,N,N,N,N,N,N,N,Waitlisted,
2003,Y,18812216,Abigail,Mitchell,Female,28-May-92,Port Alberni,Y,N,N,N,N,N,N,N,,
2000,Y,75808613,Sam,Jacob,Male,01-Aug-54,North Vancouver,Y,N,N,Y,Y,N,Y,N,,
2014,Y,16893775,Lillian,Hickins,Female,16-Jul-84,Langley,Y,N,N,Y,N,N,N,N,,
2004,Y,98838411,Matt,McKinney,Male,27-Feb-83,Fernie,Y,N,N,Y,N,N,Y,N,,
2022,Y,23484134,Hailey,Benedict,Female,24-Feb-60,Greenwood,Y,N,N,Y,N,N,N,N,,
2016,Y,58162758,Mason,Miller,Male,10-Dec-78,Burnaby,N,N,N,Y,N,N,Y,N,,
2011,Y,55888460,Luke,Fournier,Male,20-May-03,Fernie,N,N,N,N,N,N,N,N,,
2009,N,44782954,Emilia,Johnson,Female,01-Jan-59,Victoria,N,N,N,N,Y,N,N,N,,16-May-15
2005,Y,24496637,Madelyn,Patton,Female,22-Jul-54,Williams Lake,Y,N,N,Y,N,N,Y,N,,
2013,Y,72220983,Aiden,Herron,Male,09-May-81,Kamloops,N,N,N,N,N,N,N,N,,
2010,Y,65884598,David,Gill,Male,05-Dec-05,Quesnel,N,N,N,N,N,N,N,N,,
2018,Y,86243959,Audrey,Belanger,Female,02-Oct-52,Mission,Y,N,N,Y,Y,N,Y,N,,
2016,Y,31288280,Rebecca,Levesque,Female,06-Jan-03,Surrey,Y,N,N,N,N,N,N,N,,
2021,Y,26083403,Paisley,Obediah,Female,02-Aug-50,Castlegar,N,N,N,N,N,N,N,N,,
2010,Y,63010543,Jacob,Kingfisher,Male,07-Mar-81,Kamloops,N,N,N,N,N,N,N,N,,
2000,Y,91395331,Madison,Allen,Female,20-Jun-92,Langford,Y,N,N,Y,N,N,Y,N,,
2000,Y,55108656,Victoria,Brasseur,Female,20-Mar-70,New Westminster,N,N,N,Y,N,N,Y,N,,
2013,Y,39898598,John,Campbell,Male,11-Feb-69,Armstrong,N,N,N,N,N,N,N,N,,
2016,Y,16546690,Aaron,Armstrong,Male,04-Aug-82,Kelowna,Y,N,N,N,N,N,N,N,,
2017,Y,38119787,Theo,Tremblay,Male,13-Apr-93,Maple Ridge,Y,N,N,N,N,N,N,N,,
2002,Y,71288405,Judy,Kingfisher,Female,22-Jun-76,Coquitlam,N,N,N,N,N,N,N,N,,
2005,Y,26854290,Victoria,Davis,Female,13-Jul-67,Powell River,Y,N,N,Y,N,N,Y,N,,
2021,Y,49422535,Matt,Bailey,Male,20-Oct-05,Duncan,Y,N,N,Y,N,N,N,N,,
2010,Y,25264578,Jack,Murphy,Male,29-Aug-79,North Vancouver,Y,N,N,N,N,N,N,N,,
2002,Y,93720211,Judy,Bell,Female,06-Jan-95,Powell River,N,N,N,Y,N,N,N,N,,
2016,Y,30588186,Sam,Morgan,Male,14-Oct-80,Greenwood,Y,N,N,N,N,N,N,N,,
2004,Y,94144753,Michael,Chechock,Male,08-Mar-62,Duncan,N,N,N,N,Y,N,N,N,,
2004,Y,65502013,Jacob,Berger,Male,06-Sep-02,Pitt Meadows,N,N,N,N,N,N,N,N,,
2011,Y,19744079,Madison,Li,Female,23-Jun-76,Burnaby,Y,N,N,Y,N,N,N,N,,
2018,Y,64825935,Chloe,Wiman,Female,08-Oct-75,Langford,Y,N,N,Y,N,N,Y,N,,
2009,Y,61524275,Brooklyn,Nadeau,Female,05-Jan-76,Campbell River,N,N,N,Y,N,N,Y,N,,
2022,Y,94979735,Wyatt,Cox,Male,19-Apr-52,Vernon,N,N,N,Y,N,N,Y,N,,
2002,Y,48029501,Sophie,Thomas,Female,03-Nov-79,Campbell River,N,N,N,N,N,N,N,N,,
2016,Y,41277274,Julian,Scharien,Male,21-Apr-68,New Westminster,Y,N,N,N,N,N,N,N,,
2005,Y,91310147,Tom,Chow,Male,04-May-86,Nelson,Y,N,N,N,N,N,N,N,,
2014,Y,13170197,Alex,Tremblay,Male,28-Nov-94,Prince Rupert,N,N,N,N,N,N,N,N,,
2008,Y,36548221,William,Brown,Male,17-Feb-91,Trail,Y,N,N,Y,N,N,Y,N,,
2014,Y,56172988,Samantha,Anderson,Female,28-Mar-54,Salmon Arm,Y,N,N,Y,N,N,Y,N,,
2010,Y,43546400,Ryan,Green,Male,08-Aug-67,North Vancouver,Y,N,N,N,N,N,N,N,,
2008,Y,79185307,Hannah,Lavoie,Female,09-Sep-60,Duncan,N,N,N,N,N,N,N,N,,
2022,Y,68393338,Jack,Cloutier,Male,28-Aug-87,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2011,Y,76659730,Leo,Viswam,Male,27-Apr-90,North Vancouver,N,N,N,Y,N,N,Y,N,,
2002,Y,40366368,Chris,Bell,Male,13-Apr-92,Kimberley,Y,N,N,N,N,N,N,N,,
2017,Y,75349050,Lucas,Claus,Male,29-Dec-04,Surrey,Y,N,N,Y,N,N,Y,N,,
2003,Y,36739392,Emma,Hamilton,Female,09-Aug-54,Campbell River,Y,N,N,Y,N,N,Y,N,,
2017,Y,93260912,Stella,Morgan,Female,27-Jun-60,Coquitlam,N,N,N,Y,N,N,N,N,,
2017,Y,92060577,Elizabeth,Li,Female,30-Jan-93,Maple Ridge,N,N,N,N,N,N,N,N,,
2013,Y,37945404,Zoe,Lacombe,Female,06-Feb-74,Parksville,Y,N,N,N,N,N,N,N,,
2010,Y,64203102,David,Sun,Male,11-Sep-98,Prince George,Y,N,N,N,N,N,N,N,,
2004,Y,41613246,Addison,Nelson,Female,17-Sep-67,Pitt Meadows,N,N,N,N,N,N,N,N,,
2014,Y,25432780,Judy,Russell,Female,21-Aug-63,Chilliwack,N,N,N,Y,N,N,Y,N,,
2002,Y,32603446,Aaron,Atkins,Male,23-Feb-60,Mission,N,N,N,Y,Y,N,N,N,,
2020,Y,20893671,Hudson,Hughes,Male,08-Apr-77,Rossland,N,N,N,Y,N,N,Y,N,,
2019,Y,58952874,Natalie,Ho,Female,05-Oct-53,Port Moody,Y,N,N,N,N,N,N,N,,
2017,Y,70139683,Noah,Collins,Male,03-Jul-99,Rossland,N,N,N,Y,N,N,N,N,,
2010,Y,56445656,Henry,Scott,Male,09-Jul-60,Williams Lake,N,N,N,Y,N,N,N,N,,
2002,Y,41779535,Ian,Peterson,Male,26-Jul-58,Fernie,N,N,N,Y,Y,N,Y,N,,
2013,Y,62775211,William,Zhang,Male,02-Feb-85,Victoria,N,N,N,Y,N,N,Y,N,,
2006,Y,54352100,Rose,Lemelin,Female,22-Nov-50,Vernon,Y,N,N,N,N,N,N,N,,
2008,Y,25854719,Kaitlyn,Hennigar,Female,26-Jun-88,Salmon Arm,Y,N,N,Y,N,N,N,N,,
2008,Y,19092871,Jacob,Colwell,Male,08-Feb-59,Fernie,Y,N,N,Y,N,N,Y,N,,
2006,Y,76106667,Aaron,Chang,Male,04-May-88,Campbell River,Y,N,N,N,N,N,N,N,,
2015,Y,18272409,Layla,Lavoie,Female,10-Sep-96,Terrace,N,N,N,Y,N,N,N,N,,
2010,Y,94037026,Layla,Hebert,Female,26-Apr-83,Fort St. John,N,N,N,Y,N,N,Y,N,,
2007,N,71152769,Lillian,Thomas,Female,13-Jun-67,Armstrong,N,N,N,N,N,N,N,Y,,
2022,Y,46338479,Raelynn,Fournier,Female,01-Sep-90,Langford,N,N,N,Y,N,N,N,N,,
2000,N,63015437,Alice,Allen,Female,08-Aug-96,Courtenay,Y,N,N,N,N,N,N,Y,,
